nome;tipo;marca;categoria;cor;modelo
Edredom Casal Camesa Nova 200 Fios - Savana;Edredom;Camesa;Casa e DecoraÁ„o;None;None
L‚mpada HalÛgena 1000w - 220v - FLC;L‚mpada;FLC;Casa e DecoraÁ„o;None;None
Mini Mouse Optico Ps2 3 Botıes com Scroll - Maxprint;Mouse;Maxprint;Inform·tica;None;None
Arm·rio Multiuso Fritz FR-10340 - Tabaco/Maple;Armario;Fritz;Casa e DecoraÁ„o;None;dc47
"Politriz 7""c/maleta 127v lar black&decker";Maleta;Black e Decker;EletrodomÈsticos;None;un32d4000
Blusa Canguru ThermoFleece Preta - Tam P - Curtlo;Blusa;Curtlo;None;None;None
Box line usb/delay multi use 250w ocm1415 prt onea;Caixa de Som;Oneal;EletrÙnicos;None;ocm1415
Cadeira de mesa azul - Baby Style;Cadeira;Baby Style;Casa e DecoraÁ„o;Azul;None
Cafeteira Expresso Dolce Gusto Piccolo Branca - Arno;Cafeteira;Arno;EletrodomÈsticos;Branco;dp02
Lixeira Quadrada com Pedal 12Lts Ref:3044/202 - Brinox;Lixeira;Brinox;None;None;None
RelÛgio Masculino AnalÛgico em AÁo MBSS1121 P2SX - Orient;RelÛgio;Orient;Moda e AcessÛrios;None;None
Sand·lia Infantil Charminho Rosa Klin;Sand·lia;Klin;None;None;None
Ventilador de Teto New Delta Light 3P PM Preto - Venti Delta;Ventilador;Venti Delta;EletrodomÈsticos;Preto;None
Fischer Ranch 5 Espetos G·s;Churrasqueira;Fischer;Esporte e Lazer;None;None
Barbie Sereias Com  Luzes cauda rosa;Barbie;Mattel;Brinquedos;Rosa;None
Mangueira Jardim 1/2 Tramontina Com Engates 10M - 79242101;Mangueira;Tramontina;ConstruÁ„o e Ferramentas;None;None
Desodorante Garnier BÌ-O Energy Roll On Masculino 50 ml;Desodorante;Garnier;CosmÈticos e Perfumaria;None;None
"Par de Palhetas Standard 20""/18"" T372 - Trico";Palheta;Trico;None;None;None
Agenda No Stress 2012 - Sol- Tilibra;Agenda;Tilibra;None;None;None
Home Office Penthouse GiratÛria Com BraÁo;Cadeira;Importado;Casa e DecoraÁ„o;None;trx-p635
Cadeira home office organic cinza;Cadeira;Importado;Casa e DecoraÁ„o;None;sp4550
Perfume Nazarenogabrielli Nazareno Gabrielli Eau de Toilette Masculino 100 ml;Perfume;Nazareno Gabrielli;CosmÈticos e Perfumaria;None;None
RelÛgio Feminino AnalÛgico Pulseira Metal SZ20039B - Dumont;RelÛgio;Dumont;Moda e AcessÛrios;None;None
Thrustmaster Rallye GT Volante;Volante;Thrustmaster;AutomÛveis e VeÌculos;None;None
Cama Malu Preta - Tamaho GG - Bichinho Chic;Cama;Bichinho Chic;Casa e DecoraÁ„o;None;None
Colch„o Americanflex Black and White Queen;Colch„o;Americanflex;Casa e DecoraÁ„o;None;None
Multifuncional HP OfficeJet Pro 8600 Jato de Tinta;Impressora;HP;Inform·tica;None;None
L‚mpada HalÛgena para Refletores Incolor 500W 118mm 127V - Key West;L‚mpada;Key West;Casa e DecoraÁ„o;None;None
Microlife BP-3 BU1-3 Autom·tico;Medidor de Press„o;Microlife;Sa˙de;None;None
Celular CCE Mobi C10 Rosa;Celular;CCE;Telefonia;Rosa;c10
Smartphone Samsung Wave 525 GT-S5250 Desbloqueado;Celular;Samsung;Telefonia;None;None
Electrolux Celebrate 56DTB Piso 4 Bocas Branco;Fog„o;Electrolux;EletrodomÈsticos;Branco;56dtb
Mondial NV-03 30cm 3 P·s Mesa Parede;Ventilador;Mondial;EletrodomÈsticos;None;v03
Electrolux Celebrate 56SP Piso 4 Bocas Branco;Fog„o;Electrolux;EletrodomÈsticos;Branco;56sp
Philips 32PFL5332 LCD Plana 32 Polegadas;TV;Philips;EletrÙnicos;None;None
Aparelho de Jantar  Togo - 28 PeÁas - Casamiga;Aparelho de Jantar;Casamiga;Casa e DecoraÁ„o;None;None
LG 32LD420 LCD Plana 32 Polegadas;TV;LG;EletrÙnicos;None;32ld420
SapatÍnis Infantil Outdoor CafÈ Klin;TÍnis;Klin;None;None;None
Capri Acqua Lona 10.200 Litros;Piscina;Capri;Esporte e Lazer;None;None
Refrigerador Consul Facilite CRG36 300 Litros Branco;Refrigerador;Consul;EletrodomÈsticos;Branco;crg36
T·bua de passar bela flor - mor;T·bua de Passar;Mor;Casa e DecoraÁ„o;None;None
Mouse ”ptico PS/2 Preto, 800 CPI, 3 Botıes c/Scroll. 6273 - Clone;Mouse;Clone;None;None;None
Caloi Hot Wheels 16;Bicicleta;Caloi;Esporte e Lazer;None;None
Criado-mudo 2009 c/ 2 Gavetas, CorrediÁas Met·licas e Puxador em AlumÌnio - 801137 - Imbuia c/ Preto - Manbel;Criado Mudo;Manbel;Casa e DecoraÁ„o;None;None
Carrinho de BebÍ Pegasus Rosa - Galzerano;Carrinho de BebÍ;Galzerano;BebÍs e Cia;None;fgct004pavda0br
Edredom Casal City Home Liso Primavera - Brilhante;Edredom;Brilhante;Casa e DecoraÁ„o;None;None
Latina Rubi Superior 9 kg Branco;Lavadora de Roupa;Latina;EletrodomÈsticos;None;None
Faber-Castell EcoL·pis Regular 12 Cores;None;Faber-Castell;Kit;None;None
L‚mpada HalÛgena PAR 20 50w 127v Branca - FLC;L‚mpada;FLC;Casa e DecoraÁ„o;Branco;None
Parafusadeira a Bateria 12V Semi Profissional - Skil;Furadeira / Parafusadeira;Skil;EletrÙnicos;None;None
Capa de ProteÁ„o FlexÌvel para iPhone 4 IPH4-01TPUT Transparente - Geonav;Capa;Apple;None;None;None
Maxprint 60329-1 ”ptico;Mouse;Maxprint;Inform·tica;None;None
Roup„o Adulto com Manga em Felpa Velour l Estampado Oncinha Tamanho P - Dohler;Roup„o;Dohler;Moda e AcessÛrios;None;None
Jogo de Cama Queen Neo Estilo Listra - Percal 180 Fios c/ 4 PeÁas - Laranja - Camesa;Jogo de LenÁol;Camesa;Casa e DecoraÁ„o;None;None
Multiflon Gourmet Vapore 40016 AlumÌnio 7;Conjunto de Panelas;Multiflon;Casa e DecoraÁ„o;None;None
GA.MA Italy IHT Titanium Cer‚mica;Acabamento;GA.MA Italy;None;None;None
Arm·rio duplo com patreleira e 2 portas - 102082 - Preto - Fortaleza;Armario;Fortaleza;Casa e DecoraÁ„o;None;None
Edredom Casal Listrado Cinza 40143-V/1 - Brilhante;Edredom;Brilhante;Casa e DecoraÁ„o;None;None
Consul CCI07D Janela 7500 BTUs Frio;Ar-Condicionado;Consul;EletrodomÈsticos;None;cci07d
Chuveiro Corona Mega Banho Press SPA;Chuveiro;Corona;Casa e DecoraÁ„o;None;None
Energy Sistem 2204 4GB;MP Player;Energy System;EletrÙnicos;Rosa;None
"Notebook Philco c/ AMD¬Æ Athlon X2 Dual Core 800MHz 2GB 320GB LED 14"" Webcam 1.3MP Sa√≠da HDMI Rosa e Windows¬Æ 7 Starter - Philco";Notebook;Philco;Inform·tica;None;None
Candide Desktop Ben 10 Alien Force;Notebook;Candide;Inform·tica;None;ln32d450
Cartucho de Toner HP Laserjet 824A CB382A Amarelo;Cartucho;HP;None;None;None
Aparelho de Jantar, Ch· e CafÈ Primavera com 42 peÁas - Schmidt;Aparelho de Jantar;Schmidt;Casa e DecoraÁ„o;None;None
Nobreak Premium PDV GII c/ 2 Anos de Garantia - 800VA S - 8TS 120V - NHS;No-Break;NHS;Inform·tica;None;None
Naruto Ultimate Ninja Storm 2 Playstation 3 Blu-Ray;Game;Storm;Games;None;None
Gazin Ilha Bela Solteiro;Colch„o;Gazin;Casa e DecoraÁ„o;None;None
RelÛgio com Mini Massageador WS901R - Oregon;RelÛgio;Oregon;None;None;ws901r
Sand·lia Branca OrtopÈ;Sand·lia;OrtopÈ;None;None;None
Integris 1520LV 5W RMS;Caixa de Som;Integris;EletrÙnicos;None;1520lv
Smartphone HTC Ultimate Vivo;Celular;HTC;Telefonia;Grafite;None
Cabo fibra optica home jx20031,5m diamond cable;Home Theater;Diamond Cable;EletrÙnicos;None;jx20031
Microondas LG Solar Smart MJ3881 Inox;Microondas;LG;EletrodomÈsticos;None;None
Edifier iF 500 Encore;Docking Station;Edifier;EletrÙnicos;None;None
Kit Quimono Filipinas Tamanho M + 1 Banho + 1 Rosto Branco - S„o Carlos;None;S„o Carlos;Kit;Branco;None
Freezer horiz chb42c 2 tampas 404l br 220v consul;Freezer;Consul;EletrodomÈsticos;None;chb42c
"Alto-falante Pioneer TS-1330BR, 180W, 3 Vias de 5""";Alto-Falante;Pioneer;EletrÙnicos;None;None
Pia AÁo Inox 840x560x203mm Prime California - Tramontina;Pia;Tramontina;None;None;None
Vestido Meia Malha Estampado Bege Malwee;Vestido;Malwee;None;None;None
Multivis„o PV50 De Parede Fixo com InclinaÁ„o;Suporte;Multivis„o;ConstruÁ„o e Ferramentas;None;pv50
Arm·rio Multiuso com 1 porta e 4 prateleiras internas - 500 - Branco/Preto - Somopar;Armario;Somopar;Casa e DecoraÁ„o;None;None
Boneco Playmobil Playset Cavaleiro Do Drag„o - Sunny;Playmobil;Playmobil;Brinquedos;None;None
Mondial BX-02;Aparelho de Som;Mondial;EletrodomÈsticos;None;None
Quadro Abstrato CÌrculos Marrom AcrÌlico s/ Painel 40x50 Marrom - Uniart;Quadro;Uniart;None;None;None
Assadeira Retangular MÈdia Vermelha - Marinex;Travessa;Marinex;Casa e DecoraÁ„o;Vermelho;None
Brinquedo em Vinil Touro - American Pets;Brinquedo;American Pets;None;None;None
Jogo de Cama King New York Branco 400 Fios - Scavone;Jogo de LenÁol;Scavone;Casa e DecoraÁ„o;Branco;None
Perfume Signature David Beckham Eau de Toilette Masculino 30 ml;Perfume;David Beckham;CosmÈticos e Perfumaria;None;None
Ventilador de Coluna RM-F40602 Relax Medic;Ventilador;Relax Medic;None;None;None
Jogo c/ 6 TaÁas de Cristal Alem„o Cerveja Beer Glasses 390ml - Stolzle;Game;Stolzle;None;None;None
Faber-Castell EcoL·pis Aquarel·vel 24 Cores;Lapis de Cor;Faber-Castell;Papelaria e EscritÛrio;None;None
Dead Rising 2 para PS3 - Capcom;Game;Capcom;Games;None;None
Colcha Solteiro MatelassÍ Estampado TradiÁ„o c/ Porta-Travesseiro Marcela - Scavone;Colcha;Scavone;Casa e DecoraÁ„o;None;None
H-Buster HBTV-32L02HD LED Plana 32 Polegadas;TV;HBuster;EletrÙnicos;Preto;hbtv-32l01hd
"Pincel Esfumar """"Pata de Vaca"""" Klass Vough 28""";Pincel;Klass Vough;CosmÈticos e Perfumaria;None;None
Shampoo Head&Shoulders - Anti Coceira 200ml;Shampoo;Head e Shoulders;CosmÈticos e Perfumaria;None;None
Frigideira de AlumÌnio Antiaderente 20 cm - Tramontina;Frigideira;Tramontina;Casa e DecoraÁ„o;None;None
Cadence Liq795 1,5 Litros;Liquidificador;Cadence;EletrodomÈsticos;None;None
Lixeira Autom·tica 6 Lts com Balde Decorline - Brinox;Lixeira;Brinox;Casa e DecoraÁ„o;None;None
Sapateira 1 Porta para 6 Pares Branca - Multivis„o;Sapateira;Multivis„o;Casa e DecoraÁ„o;Branco;None
Caneta Hidrogr·fica Preta Color 850 - Pilot;Caneta;Pilot;None;None;None
Barbie Roupinha Fashion - Sporty - Mattel;Barbie;Mattel;Brinquedos;None;None
RelÛgio Visage 3267 AnalÛgico Masculino;RelÛgio;Visage;Moda e AcessÛrios;None;None
Esfoliante Corporal Org‚nico Èh Corpo Bambu 180g - Èh CosmÈticos;Esfoliante;Èh;CosmÈticos e Perfumaria;None;None
Freeway FV709 3 P·s Torre;Ventilador;Freeway;EletrodomÈsticos;Branco;x10
Base p/ notebook 018886-2 f5l055 branco belkin;Notebook;Belkin;Inform·tica;Branco;f5l055
Tablete Chocolate Ao Leite c/ Castanha de Caju 180g 10 unid. - Garoto;Leite;Garoto;None;None;None
Tintura 30 Castanho Escuro - Provital;Desodorante;Provital;CosmÈticos e Perfumaria;None;None
Calculadora EletrÙnica e Impressora Elgin MA-5111;Calculadora;Elgin;EletrÙnicos;None;None
Colchao casal exclus. c/ortopillow bonnel ortobom;Colch„o;Ortobom;Casa e DecoraÁ„o;None;None
Ferro Seco Apollo Preto 220v - Mallory;Ferro de Passar;Mallory;EletrodomÈsticos;None;None
Fone Auricular Com Microfone - 8360 - Leadership;Microfone;Leadership;EletrÙnicos;None;None
Concha para molho Utilit·;Concha;Tramontina;Casa e DecoraÁ„o;None;None
Carregador de Viagem Micro USB - Samsung;Carregador;Samsung;EletrÙnicos;None;None
Paneleiro Duplo c/ vidro Criativa Branco - Itatiaia;Paneleiro;Itatiaia;Casa e DecoraÁ„o;Branco;None
Toia 3 em 1 - Triplo;Game;Brinquedos Toia;None;None;None
Klopf Pro CompetiÁ„o Proton Medida Oficial 25 mm MDF;Mesa de TÍnis;Speedo;Esporte e Lazer;None;None
Cervejeira 334L Branca Adesivada Gelopar - GRBA 330B;Cervejeira;Gelopar;EletrodomÈsticos;Branco;330b
Perfume Ulric De Varens Uno Eau De Parfum #100ml;Perfume;Ulric De Varens;CosmÈticos e Perfumaria;None;None
Celular Alcatel OT-217 Desbloqueado;Celular;Alcatel;Telefonia;None;None
Pedigree Adulto Carne e Vegetais Pacote 3 Kg;RaÁ„o;Pedigree;None;None;None
Caixa Ac˙stica Ativa PROACT15 - Alesis;Caixa de Som;Alesis;None;None;None
Interfone Padr„o para Porteiros EletrÙnicos LD 1B / CI / Universal - HDL;Interfone;HDL;None;None;None
TelescÛpio AstronÙmico Profissional F400 70 M - CSR;TelescÛpio;CSR;Esporte e Lazer;None;None
C‚mera Digital 14.2MP PL20 - Samsung;None;Samsung;Kit;None;pl20
Alto falante  6x9 basalto 5vias tsa6993s pioneer;Alto-Falante;Pioneer;EletrÙnicos;None;None
"Bicicleta Reebok Riviera 15"" - 21V - Aro 26";Bicicleta;Reebok;Esporte e Lazer;None;None
Telefone Com Fio Elgin TCF 2000;Telefone;Elgin;Telefonia;None;tcf-2000
Celular LG A210;Celular;LG;Telefonia;None;a210
Relax Medic Bola 5 Litros;Umidificador;Relax Medic;Sa˙de;Branco;rm-hb01
Track & Bikes PenÈlope Charmosa 16;Bicicleta;Track e Bikes;Esporte e Lazer;None;charmosa-aro16
Capa p/ carro standard - tamanho g 7258 luxcar;Capa;Luxcar;Moda e AcessÛrios;None;None
Colete de Impacto Zest Pro P Cinza - Wakum;Colete;Wakum;Moda e AcessÛrios;None;None
Computador PC SpaceBR AMD Athlon?, 2GB, HD 320GB, X2 7550, Black Piano, USB, PS2, Windows 7;Computador;SpaceBR;Inform·tica;Preto;None
Long Jump LIV Hayden;Boneca;Hayden;BebÍs e Cia;None;None
"TV 32"" LCD Full HD - 32PFL3605D - (1.920x1.080 pixels) - c/ Decodificador para TV Digital embutido (DTV), 2 Entradas HDMI e Entrada USB, Entrada PC - Philips";TV;Philips;EletrÙnicos;None;None
Colch„o Freedon Queen (158x198x32) - Estrutura de Mola Pocket, Pillow Top de Espuma Viscoel·stica - Ortobom;Colch„o;Ortobom;Casa e DecoraÁ„o;None;None
Bicicleta Mormaii Aro 24' Fantasy 18V - Branca com Cesta, Freios V-Brake, Pedais em Nylon com Refletor, Quadro em AÁo Carbono.;Bicicleta;Mormaii;Esporte e Lazer;Branco;None
Cesto Multiuso Funcional Cromado 5 Litros - Branco - Top Pl·sticos;Cesto;Top Pl·sticos;None;None;None
Philips DVP3560K;DVD Player;Philips;EletrÙnicos;Preto;crd45e
Lanterna Nobre - Rayovac;Lanterna;Rayovac;ConstruÁ„o e Ferramentas;None;None
¡udio Mixer AnalÛgico MG-102C YAMAHA;Mixer;Yamaha;None;None;None
Jogo de Cama Casal Innovi Zebra 150 Fios - Kacyumara;Jogo de LenÁol;Kacyumara;Casa e DecoraÁ„o;None;None
Pedaleira para Guitarra G2 1Nu Expression - Zoom;Pedaleira;Zoom;None;None;None
C‚mera Digital Easyshare C1530 - Branca - Kodak;C‚mera Digital;Kodak;EletrÙnicos;Branco;c1530
LG Prime WD-1485AD Frontal 8,5 kg Branco;Lavadora de Roupa;LG;EletrodomÈsticos;Branco;wd-1485ad
Minicarro Audi ATT Pedal Lil·s - Exclusivo Americanas.com - Homeplay;Pedal;Home Play;Brinquedos;None;None
Conjunto de Facas Inox Branco 6 PeÁas - Tramontina;Conjunto de Facas;Tramontina;Casa e DecoraÁ„o;None;None
Manta microfib poliest casal sage corttexcasa;Cobertor;Corttex;Casa e DecoraÁ„o;None;None
Cobreleito casal percal 3pc 7256/776florata innvoi;Cobre Leito;Innvoi;Casa e DecoraÁ„o;None;7256/776florata
Brit‚nia NCP-27 ElÈtrica;Cafeteira;Brit‚nia;EletrodomÈsticos;None;None
Ventilador Oscilante Mesa Light 50cm Preto - Venti Delta;Ventilador;Venti Delta;EletrodomÈsticos;Preto;None
Mouse ”tico ErgonÙmico -3560 -  Leadership;Mouse;Leadership;Inform·tica;None;None
RelÛgio Analogico 76161L0MGNE1 S - Mondaine;RelÛgio;Mondaine;Moda e AcessÛrios;None;76161l0mgne1
Prancha Lizz Passione Vermelha Secos e Umidos Bivolt;Prancha Alisadora;Lizz;None;Vermelho;None
Creme Dental Oral-B Pro-Sa˙de Menta 100 g;Creme de Tratamento;Oral-B;CosmÈticos e Perfumaria;None;None
Maxprint 60531-3 ”ptico;Mouse;Maxprint;Inform·tica;None;None
Celular NOKIA E5 preto - Nokia;Celular;Nokia;Telefonia;Preto;None
Acer Aspire 5750-6415 Intel Core i5-2430M 2.4 GHz 6144 MB 500 GB;Notebook;Acer;Inform·tica;None;None
Ducha Lorenzetti Evolution Master 4 Temperaturas Com Jato Inteligente;Chuveiro;Lorenzetti;Casa e DecoraÁ„o;None;None
Oregon Scientific SE138;Monitor CardÌaco;Oregon;EletrÙnicos;None;se138
HD Externo Slim Usb 2.5'' 500GB Azul - Samsung;HD Externo;Samsung;Inform·tica;Azul;None
Ovo de P·scoa Diamante Negro 750g - Lacta;Ovo de P·scoa;Lacta;Alimentos e Bebidas;None;None
Jogo Guitar Hero - World Tour com Microfone, Bateria e Guitarra - Wii;Guitarra;Wii;Games;None;df80x
"TV 55"" 3D Plasma Viera Full HD TC-P55VT30 - Panasonic";TV;Panasonic;EletrÙnicos;None;None
Almofada Panda - Zaniboni;Almofada;Zaniboni;Casa e DecoraÁ„o;None;None
Receptor de antena parab.vt1000s36340 pr visiontec;Antena;Visiontec;None;None;19lv2500
Perfume Obsession Eau de Parfum Vaporizador #100ml 20340;Perfume;Davidoff;CosmÈticos e Perfumaria;None;None
Refrigerador 276 Litros Cycle Defrost RCD33 Branco 110v - Esmaltec;Refrigerador;Esmaltec;EletrodomÈsticos;None;None
Arno Faciclic Filtro LN31 2 Litros;Liquidificador;Arno;EletrodomÈsticos;None;ln31
Poltrona Relax Flex 072 em Madeira Jatob· - Tramontina;Poltrona;Tramontina;Casa e DecoraÁ„o;None;None
Balc„o para Forno Microondas c/ 1 Porta - BMU 16-06 - Branco - BRV;Microondas;BRV;EletrodomÈsticos;None;None
Built BLT 2Q Cooktop 2 Bocas Preto;Cooktop;Built;EletrodomÈsticos;Preto;None
Cabo Adaptador  2 Monitores  - 8390 - Leadership;Adaptador;Leadership;EletrÙnicos;None;None
Conjunto Utilit· Laranja 5 PeÁas - Tramontina;Conjunto Utilit·;Tramontina;None;None;None
"Subwoofer Black Star 12"", AR12BS - Arlen";Subwoofer;Arlen;EletrÙnicos;None;None
Tintura 67 Marrom - Provital;Tintura;Provital;None;None;None
H-Buster HBD-8300BT;MP Player;HBuster;EletrÙnicos;None;dw51x
Caneta Faber Castell Esfero - Grip 2011 Prata;Caneta;Faber-Castell;Papelaria e EscritÛrio;Prata;None
Champanheira c/separador p/3 garrafas 6l - brinox;Champanheira;Brinox;Casa e DecoraÁ„o;None;un55d7000
BalanÁa Plenna BEL-00237 Digital 150 Kg;BalanÁa Digital;Geom;Casa e DecoraÁ„o;None;None
Multifuncional HP PhotoSmart-Plus B210A Jato de Tinta;Impressora;HP;Inform·tica;None;b210a
"Raquete TÍnis de Mesa ""Power"" - Dunlop";Raquete de TÍnis;Dunlop;Esporte e Lazer;None;None
Carregador de Bateria p/ C‚meras Digitais Canon NB-1L - BestBattery;Carregador de Bateria;Canon;EletrÙnicos;None;None
Coelho de P·scoa Chocolate ao Leite Pascoal AACD 90g - Lacta;Leite;Lacta;None;None;None
Capa iPhone TPU - Amarela - AvanÁo Tecnologia;Capa;Apple;None;None;None
Land Rover Aero 700;Bicicleta;Land Rover;Esporte e Lazer;Branco;None
Mondial PF-51 Premium;Panificadora;Mondial;EletrodomÈsticos;None;pf51
Candide Xuxa Piano X;Notebook;Candide;Inform·tica;Rosa;cit64720bd
NS Inalamax Plus Bivolt;Inalador;NS Inaladores;Sa˙de;None;ip-60plus
Celular Semp Toshiba CTV35D Dual Chip, TV Digital, C‚mera, Bluetooth, MP3 - Desbloqueado;Celular;Semp Toshiba STI;Telefonia;None;None
Chocalho Tulipa - Azul - Chicco;Chocalho;Chicco;None;None;None
Jogo de Banho com 5 PeÁas Maxy Gigante Jade - Karsten;Game;Karsten;Casa e DecoraÁ„o;None;None
Assadeira Oval MÈdia Vermelha Mxt Predileta - Marinex;Travessa;Marinex;Casa e DecoraÁ„o;Vermelho;None
Philips SBCHL140;Fone de Ouvido;Philips;EletrÙnicos;None;None
Celular Samsung Chat 335 Desbloqueado TIM - Samsung;Celular;Samsung;Telefonia;None;None
Faqueiro em Inox Vicenza com 101 peÁas - Tramontina;Faqueiro;Tramontina;None;None;None
Tintura 537 Castanho Dourado Claro - Provital;Tintura;Provital;None;None;None
Cartucho de Toner Amarela C8800n - OKI;Cartucho;Oki;Inform·tica;None;c8800n
"Navegador GPS c/ Tela 5"", Alerta de Radar e Bluetooth NC 500 - Navcity";Navegador Gps;How;EletrÙnicos;None;None
Expositor para Anilhas Grande - 193 - Polimet;Refrigerador;Polimet;None;None;None
Quebra-CabeÁa c/ 100 PeÁas - Lanterna Verde - Toyster;Lanterna;Toyster;ConstruÁ„o e Ferramentas;None;None
Luva de Treino MMA Training M - Amarelo/Branco - Pretorian;Luva;Pretorian;ConstruÁ„o e Ferramentas;None;None
Choice Bag Hello Kitty Abrakadabra HKAB303;Mochila;Pacific;Moda e AcessÛrios;None;un46d7000
Secador de Cabelos 1900W Red Ion - Taiff;Secador;Taiff;EletrodomÈsticos;None;None
RelÛgio feminino esportivo rosa KZ25049H  - Condor;RelÛgio;Condor;Moda e AcessÛrios;None;None
Capa Flanela Vermelha N¬∫10 - Bichinho Chic;Capa;Bichinho Chic;None;None;None
Jogo de  Fondue AÁo Inox c/ 10 peÁas -  Heritage;Game;Heritage;None;None;None
Super Mamadeira HigiÍnica Marie com Bico de Silicone OrtodÙntico 240 ml - Dermiwil;Mamadeira;Dermiwil;BebÍs e Cia;None;None
Monitor CardÌaco Polar FT4M - Laranja e Preto - Polar;Monitor CardÌaco;Polar;EletrÙnicos;None;None
Samsung Smart TV 3D UN46D7000 LED Plana 46 Polegadas;TV;Samsung;EletrÙnicos;None;un46d7000
RelÛgio LanÁa Pe„o - Yellow;RelÛgio;Yellow;Brinquedos;None;None
Bandeja Retangular aÁo inox Tr3.s - Tramontina;Bandeja;Tramontina;Casa e DecoraÁ„o;None;None
Mini Mouse ”tico USB 3 Botıes com Scroll Cabo Retr·til - Clone;Mouse;Clone;Inform·tica;None;None
Jogo de Cama Queen Imperial com 4 PeÁas Verde e Cinza 200 Fios - Enxovais Aquarela;Jogo de LenÁol;Enxovais Aquarela;Casa e DecoraÁ„o;None;None
Jogo de Cama Vanessa Solteiro - 150 Fios com 3 peÁas - Kacyumara;Jogo de LenÁol;Kacyumara;Casa e DecoraÁ„o;None;None
Cadeira para RefeiÁ„o Burigotto Merenda Cubes - Cinza/Vermelho;Cadeira;Burigotto;Brinquedos;None;None
Roup„o Adulto Feminino Õris - Teka;Roup„o;Teka;Moda e AcessÛrios;None;None
Tapete Infantil em Pel˙cia 2708 - Batistela Baby;Tapete;Batistela Baby;Casa e DecoraÁ„o;None;None
Secador ion 110v  ass 1431 3800 c/ion prata parlux;Secador;Parlux;EletrodomÈsticos;Prata;None
Ecol·pis de Cor 24 Cores + 1 Cola Bastao - Faber-Castell;None;Faber-Castell;Kit;None;None
Tinta Gouache 16ml - Amarelo Lim„o - Royal Talens;Tinta Gouache;Royal Talens;None;None;None
Colch„o Solteiro Americanflex Clinoflex Branco de Espuma D45 c/Pillow Top;Colch„o;Americanflex;Casa e DecoraÁ„o;Branco;d45
"Notebook CCE IntelÆ Core? i5 Sandy Bridge 2410M, WM545B, 4GB, HD 500GB, 14"", Webcam, Wireless, HDMI - WindowsÆ 7 Home Basic";Notebook;CCE;Inform·tica;None;wm545b
MP3 Player Digital NWZ-B162F/LC - Azul - Sony;MP Player;Sony;EletrÙnicos;None;None
Energy Sistem 5208 8GB;MP Player;Energy System;EletrÙnicos;None;None
Halter Pintado 1/2kg - 640 - Polimet;Halter;Polimet;Esporte e Lazer;None;1/2kg
Toshiba 40RV700FDA LCD Plana 40 Polegadas;TV;Semp Toshiba STI;EletrÙnicos;None;40rv700
